year,/,month,/,day,g,s,w
" 2018",/,May,/,19,0,0,1
" 2018",/,May,/,20,0,0,0
" 2018",/,May,/,21,1,1,7
" 2018",/,May,/,22,1,2,10
" 2018",/,May,/,23,1,6,20
" 2018",/,May,/,24,2,9,27
" 2018",/,May,/,25,2,7,26
" 2018",/,May,/,26,2,5,23
" 2018",/,May,/,27,1,6,21
" 2018",/,May,/,28,1,12,21
" 2018",/,May,/,29,1,12,22
" 2018",/,May,/,30,1,9,19
" 2018",/,May,/,31,1,11,22
" 2018",/,Jun,/,1,1,11,21
" 2018",/,Jun,/,2,1,9,18
" 2018",/,Jun,/,3,1,2,10
" 2018",/,Jun,/,4,0,0,3
" 2018",/,Jun,/,5,0,0,0
" 2018",/,Jun,/,6,0,1,4
" 2018",/,Jun,/,7,0,0,1
" 2018",/,Jun,/,8,0,0,0
" 2018",/,Jun,/,9,0,0,0
" 2018",/,Jun,/,10,0,0,0
" 2018",/,Jun,/,11,0,0,0
" 2018",/,Jun,/,12,1,1,7
" 2018",/,Jun,/,13,1,4,13
" 2018",/,Jun,/,14,1,4,12
" 2018",/,Jun,/,15,1,3,10
" 2018",/,Jun,/,16,0,2,6
" 2018",/,Jun,/,17,0,1,4
" 2018",/,Jun,/,18,2,8,24
" 2018",/,Jun,/,19,3,12,38
" 2018",/,Jun,/,20,3,23,52
" 2018",/,Jun,/,21,2,17,41
" 2018",/,Jun,/,22,2,19,39
" 2018",/,Jun,/,23,2,17,36
" 2018",/,Jun,/,24,1,9,21
" 2018",/,Jun,/,25,1,5,15
" 2018",/,Jun,/,26,1,3,14
" 2018",/,Jun,/,27,0,0,3
" 2018",/,Jun,/,28,0,0,0
" 2018",/,Jun,/,29,0,0,0
" 2018",/,Jun,/,30,0,0,0
" 2018",/,Jul,/,1,0,0,0
" 2018",/,Jul,/,2,0,0,0
" 2018",/,Jul,/,3,0,0,1
" 2018",/,Jul,/,4,0,0,0
" 2018",/,Jul,/,5,0,0,0
" 2018",/,Jul,/,6,0,0,0
" 2018",/,Jul,/,7,0,0,0
" 2018",/,Jul,/,8,0,0,0
" 2018",/,Jul,/,9,0,0,0
" 2018",/,Jul,/,10,0,0,0
" 2018",/,Jul,/,11,0,0,0
" 2018",/,Jul,/,12,0,0,2
" 2018",/,Jul,/,13,0,1,3
" 2018",/,Jul,/,14,0,0,2
" 2018",/,Jul,/,15,0,0,1
" 2018",/,Jul,/,16,0,0,1
" 2018",/,Jul,/,17,0,0,0
" 2018",/,Jul,/,18,0,0,0
" 2018",/,Jul,/,19,0,0,0
" 2018",/,Jul,/,20,0,0,0
" 2018",/,Jul,/,21,0,1,5
" 2018",/,Jul,/,22,0,0,1
" 2018",/,Jul,/,23,0,0,0
" 2018",/,Jul,/,24,0,0,0
" 2018",/,Jul,/,25,0,0,0
" 2018",/,Jul,/,26,0,0,0
" 2018",/,Jul,/,27,0,0,0
" 2018",/,Jul,/,28,0,0,0
" 2018",/,Jul,/,29,0,0,0
" 2018",/,Jul,/,30,0,0,1
" 2018",/,Jul,/,31,0,0,0
" 2018",/,Aug,/,1,1,1,9
" 2018",/,Aug,/,2,1,1,8
" 2018",/,Aug,/,3,0,0,1
" 2018",/,Aug,/,4,0,0,0
" 2018",/,Aug,/,5,0,0,0
" 2018",/,Aug,/,6,0,0,1
" 2018",/,Aug,/,7,0,0,1
" 2018",/,Aug,/,8,0,0,0
" 2018",/,Aug,/,9,0,0,0
" 2018",/,Aug,/,10,0,0,0
" 2018",/,Aug,/,11,0,0,0
" 2018",/,Aug,/,12,0,0,0
" 2018",/,Aug,/,13,0,0,1
" 2018",/,Aug,/,14,1,2,8
" 2018",/,Aug,/,15,1,2,12
" 2018",/,Aug,/,16,1,3,12
" 2018",/,Aug,/,17,1,1,11
" 2018",/,Aug,/,18,1,1,10
" 2018",/,Aug,/,19,1,3,11
" 2018",/,Aug,/,20,1,4,12
" 2018",/,Aug,/,21,1,4,12
" 2018",/,Aug,/,22,0,1,4
" 2018",/,Aug,/,23,1,5,19
" 2018",/,Aug,/,24,2,10,29
" 2018",/,Aug,/,25,2,11,30
" 2018",/,Aug,/,26,2,7,25
" 2018",/,Aug,/,27,1,2,12
" 2018",/,Aug,/,28,1,1,6
" 2018",/,Aug,/,29,0,0,0
" 2018",/,Aug,/,30,0,0,0
" 2018",/,Aug,/,31,0,0,0
" 2018",/,Sep,/,1,0,0,0
" 2018",/,Sep,/,2,0,0,0
" 2018",/,Sep,/,3,0,0,0
" 2018",/,Sep,/,4,0,0,0
" 2018",/,Sep,/,5,0,0,1
" 2018",/,Sep,/,6,0,0,0
" 2018",/,Sep,/,7,0,0,0
" 2018",/,Sep,/,8,1,4,11
" 2018",/,Sep,/,9,1,2,10
" 2018",/,Sep,/,10,0,0,4
" 2018",/,Sep,/,11,1,3,10
" 2018",/,Sep,/,12,1,1,8
" 2018",/,Sep,/,13,0,0,1
" 2018",/,Sep,/,14,0,0,0
" 2018",/,Sep,/,15,0,0,0
" 2018",/,Sep,/,16,0,0,0
" 2018",/,Sep,/,17,0,1,3
" 2018",/,Sep,/,18,0,0,0
" 2018",/,Sep,/,19,0,0,0
" 2018",/,Sep,/,20,0,0,0
" 2018",/,Sep,/,21,0,0,0
" 2018",/,Sep,/,22,0,0,0
" 2018",/,Sep,/,23,0,0,0
" 2018",/,Sep,/,24,0,0,0
" 2018",/,Sep,/,25,0,0,0
" 2018",/,Sep,/,26,0,0,0
" 2018",/,Sep,/,27,0,0,0
" 2018",/,Sep,/,28,0,0,0
" 2018",/,Sep,/,29,0,1,5
" 2018",/,Sep,/,30,1,5,15
" 2018",/,Oct,/,1,1,5,15
" 2018",/,Oct,/,2,1,4,12
" 2018",/,Oct,/,3,1,2,9
" 2018",/,Oct,/,4,0,0,4
" 2018",/,Oct,/,5,0,0,0
" 2018",/,Oct,/,6,0,0,0
" 2018",/,Oct,/,7,0,0,0
" 2018",/,Oct,/,8,0,0,0
" 2018",/,Oct,/,9,0,0,0
" 2018",/,Oct,/,10,0,0,0
" 2018",/,Oct,/,11,0,0,4
" 2018",/,Oct,/,12,1,1,10
" 2018",/,Oct,/,13,1,2,16
" 2018",/,Oct,/,14,1,2,13
" 2018",/,Oct,/,15,1,1,7
" 2018",/,Oct,/,16,0,0,0
" 2018",/,Oct,/,17,0,0,5
" 2018",/,Oct,/,18,0,0,0
" 2018",/,Oct,/,19,0,0,0
" 2018",/,Oct,/,20,0,0,0
" 2018",/,Oct,/,21,0,1,3
" 2018",/,Oct,/,22,0,0,0
" 2018",/,Oct,/,23,0,0,0
" 2018",/,Oct,/,24,0,0,0
" 2018",/,Oct,/,25,0,0,0
" 2018",/,Oct,/,26,0,0,0
" 2018",/,Oct,/,27,0,0,0
" 2018",/,Oct,/,28,0,0,0
" 2018",/,Oct,/,29,0,0,0
" 2018",/,Oct,/,30,0,0,0
" 2018",/,Oct,/,31,0,0,0
" 2018",/,Nov,/,1,0,0,0
" 2018",/,Nov,/,2,0,0,0
" 2018",/,Nov,/,3,0,0,0
" 2018",/,Nov,/,4,0,0,0
" 2018",/,Nov,/,5,0,0,0
" 2018",/,Nov,/,6,0,0,0
" 2018",/,Nov,/,7,0,0,0
" 2018",/,Nov,/,8,1,1,6
" 2018",/,Nov,/,9,1,1,6
" 2018",/,Nov,/,10,0,0,3
" 2018",/,Nov,/,11,0,1,3
" 2018",/,Nov,/,12,1,2,7
" 2018",/,Nov,/,13,1,1,9
" 2018",/,Nov,/,14,1,1,7
" 2018",/,Nov,/,15,1,4,14
" 2018",/,Nov,/,16,1,3,11
" 2018",/,Nov,/,17,1,4,13
" 2018",/,Nov,/,18,1,4,14
" 2018",/,Nov,/,19,0,1,4
" 2018",/,Nov,/,20,0,0,0
" 2018",/,Nov,/,21,0,0,0
" 2018",/,Nov,/,22,0,0,0
" 2018",/,Nov,/,23,0,0,0
" 2018",/,Nov,/,24,1,2,8
" 2018",/,Nov,/,25,1,2,7
" 2018",/,Nov,/,26,0,0,3
" 2018",/,Nov,/,27,0,0,0
" 2018",/,Nov,/,28,0,0,0
" 2018",/,Nov,/,29,0,0,0
" 2018",/,Nov,/,30,0,0,0
" 2018",/,Dec,/,1,0,0,0
" 2018",/,Dec,/,2,0,0,0
" 2018",/,Dec,/,3,0,0,0
" 2018",/,Dec,/,4,0,0,0
" 2018",/,Dec,/,5,1,7,15
" 2018",/,Dec,/,6,1,6,15
" 2018",/,Dec,/,7,1,5,14
" 2018",/,Dec,/,8,0,1,5
" 2018",/,Dec,/,9,0,0,0
" 2018",/,Dec,/,10,0,0,1
" 2018",/,Dec,/,11,1,1,7
" 2018",/,Dec,/,12,0,0,1
" 2018",/,Dec,/,13,0,0,0
" 2018",/,Dec,/,14,0,0,3
" 2018",/,Dec,/,15,0,1,3
" 2018",/,Dec,/,16,0,0,2
" 2018",/,Dec,/,17,0,0,0
" 2018",/,Dec,/,18,0,0,0
" 2018",/,Dec,/,19,0,0,0
" 2018",/,Dec,/,20,0,0,0
" 2018",/,Dec,/,21,0,0,1
" 2018",/,Dec,/,22,0,0,0
" 2018",/,Dec,/,23,0,0,0
" 2018",/,Dec,/,24,0,0,0
" 2018",/,Dec,/,25,0,0,0
" 2018",/,Dec,/,26,0,0,0
" 2018",/,Dec,/,27,0,0,0
" 2018",/,Dec,/,28,0,0,0
" 2018",/,Dec,/,29,0,0,0
" 2018",/,Dec,/,30,0,0,2
" 2018",/,Dec,/,31,0,0,3
" 2019",/,Jan,/,1,1,3,10
" 2019",/,Jan,/,2,1,7,15
" 2019",/,Jan,/,3,1,6,16
" 2019",/,Jan,/,4,1,4,13
" 2019",/,Jan,/,5,1,2,8
" 2019",/,Jan,/,6,0,0,2
" 2019",/,Jan,/,7,0,0,0
" 2019",/,Jan,/,8,0,0,0
" 2019",/,Jan,/,9,0,0,0
" 2019",/,Jan,/,10,0,0,0
" 2019",/,Jan,/,11,0,0,0
" 2019",/,Jan,/,12,0,0,0
" 2019",/,Jan,/,13,0,0,0
" 2019",/,Jan,/,14,0,0,0
" 2019",/,Jan,/,15,0,0,0
" 2019",/,Jan,/,16,0,0,1
" 2019",/,Jan,/,17,0,0,0
" 2019",/,Jan,/,18,0,0,0
" 2019",/,Jan,/,19,0,0,0
" 2019",/,Jan,/,20,0,0,0
" 2019",/,Jan,/,21,0,0,2
" 2019",/,Jan,/,22,1,6,15
" 2019",/,Jan,/,23,1,10,20
" 2019",/,Jan,/,24,1,11,21
" 2019",/,Jan,/,25,1,12,22
" 2019",/,Jan,/,26,1,15,25
" 2019",/,Jan,/,27,1,10,21
" 2019",/,Jan,/,28,1,7,17
" 2019",/,Jan,/,29,1,3,13
" 2019",/,Jan,/,30,0,1,3
" 2019",/,Jan,/,31,0,0,0
" 2019",/,Feb,/,1,0,0,0
" 2019",/,Feb,/,2,0,0,0
" 2019",/,Feb,/,3,0,0,0
" 2019",/,Feb,/,4,0,0,0
" 2019",/,Feb,/,5,0,0,0
" 2019",/,Feb,/,6,0,0,0
" 2019",/,Feb,/,7,0,0,0
" 2019",/,Feb,/,8,0,0,0
" 2019",/,Feb,/,9,0,0,0
" 2019",/,Feb,/,10,0,0,0
" 2019",/,Feb,/,11,0,0,1
" 2019",/,Feb,/,12,0,0,0
" 2019",/,Feb,/,13,0,1,3
" 2019",/,Feb,/,14,0,0,0
" 2019",/,Feb,/,15,0,0,0
" 2019",/,Feb,/,16,0,0,0
" 2019",/,Feb,/,17,0,0,0
" 2019",/,Feb,/,18,0,0,0
" 2019",/,Feb,/,19,0,0,0
" 2019",/,Feb,/,20,0,0,1
" 2019",/,Feb,/,21,0,0,2
" 2019",/,Feb,/,22,0,0,0
" 2019",/,Feb,/,23,0,0,0
" 2019",/,Feb,/,24,0,0,0
" 2019",/,Feb,/,25,0,0,0
" 2019",/,Feb,/,26,0,0,0
" 2019",/,Feb,/,27,0,0,0
" 2019",/,Feb,/,28,0,0,0
" 2019",/,Mar,/,1,0,0,0
" 2019",/,Mar,/,2,0,0,0
" 2019",/,Mar,/,3,0,0,0
" 2019",/,Mar,/,4,0,0,2
" 2019",/,Mar,/,5,1,3,10
" 2019",/,Mar,/,6,1,7,16
" 2019",/,Mar,/,7,1,3,13
" 2019",/,Mar,/,8,1,1,11
" 2019",/,Mar,/,9,1,1,11
" 2019",/,Mar,/,10,1,1,11
" 2019",/,Mar,/,11,1,1,8
" 2019",/,Mar,/,12,0,0,3
" 2019",/,Mar,/,13,0,0,2
" 2019",/,Mar,/,14,0,0,2
" 2019",/,Mar,/,15,0,0,0
" 2019",/,Mar,/,16,0,0,0
" 2019",/,Mar,/,17,0,0,2
" 2019",/,Mar,/,18,1,4,13
" 2019",/,Mar,/,19,1,5,15
" 2019",/,Mar,/,20,2,12,32
" 2019",/,Mar,/,21,2,18,35
" 2019",/,Mar,/,22,1,16,26
" 2019",/,Mar,/,23,1,11,22
" 2019",/,Mar,/,24,1,3,12
" 2019",/,Mar,/,25,0,0,0
" 2019",/,Mar,/,26,0,0,0
" 2019",/,Mar,/,27,0,0,0
" 2019",/,Mar,/,28,0,0,0
" 2019",/,Mar,/,29,0,0,0
" 2019",/,Mar,/,30,0,0,1
" 2019",/,Mar,/,31,1,2,9
" 2019",/,Apr,/,1,1,5,14
" 2019",/,Apr,/,2,1,7,16
" 2019",/,Apr,/,3,1,7,15
" 2019",/,Apr,/,4,0,2,5
" 2019",/,Apr,/,5,0,0,3
" 2019",/,Apr,/,6,0,0,1
" 2019",/,Apr,/,7,1,1,10
" 2019",/,Apr,/,8,1,2,12
" 2019",/,Apr,/,9,1,2,12
" 2019",/,Apr,/,10,1,3,13
" 2019",/,Apr,/,11,1,2,13
" 2019",/,Apr,/,12,1,4,14
" 2019",/,Apr,/,13,1,5,15
" 2019",/,Apr,/,14,1,3,13
" 2019",/,Apr,/,15,1,2,12
" 2019",/,Apr,/,16,1,2,12
" 2019",/,Apr,/,17,2,3,19
" 2019",/,Apr,/,18,2,5,24
" 2019",/,Apr,/,19,2,3,20
" 2019",/,Apr,/,20,1,1,9
" 2019",/,Apr,/,21,0,0,1
" 2019",/,Apr,/,22,0,0,0
" 2019",/,Apr,/,23,0,0,0
" 2019",/,Apr,/,24,0,0,0
" 2019",/,Apr,/,25,0,0,0
" 2019",/,Apr,/,26,0,0,0
" 2019",/,Apr,/,27,0,0,0
" 2019",/,Apr,/,28,0,0,0
" 2019",/,Apr,/,29,0,0,0
" 2019",/,Apr,/,30,0,0,0
" 2019",/,May,/,1,0,0,0
" 2019",/,May,/,2,0,0,1
" 2019",/,May,/,3,0,0,1
" 2019",/,May,/,4,1,2,12
" 2019",/,May,/,5,1,2,12
" 2019",/,May,/,6,2,4,20
" 2019",/,May,/,7,2,5,26
" 2019",/,May,/,8,2,5,24
" 2019",/,May,/,9,2,6,26
" 2019",/,May,/,10,2,5,25
" 2019",/,May,/,11,2,6,26
" 2019",/,May,/,12,2,5,24
" 2019",/,May,/,13,2,4,23
" 2019",/,May,/,14,2,4,20
" 2019",/,May,/,15,1,3,16
" 2019",/,May,/,16,1,3,13
" 2019",/,May,/,17,1,2,12
" 2019",/,May,/,18,1,1,10
" 2019",/,May,/,19,0,0,0
" 2019",/,May,/,20,0,0,0
" 2019",/,May,/,21,0,0,0
" 2019",/,May,/,22,0,0,0
" 2019",/,May,/,23,0,0,0
" 2019",/,May,/,24,0,0,0
" 2019",/,May,/,25,0,0,1
" 2019",/,May,/,26,0,0,0
" 2019",/,May,/,27,0,0,0
" 2019",/,May,/,28,0,0,0
" 2019",/,May,/,29,0,1,3
" 2019",/,May,/,30,0,0,0
" 2019",/,May,/,31,0,0,0
" 2019",/,Jun,/,1,0,0,0
" 2019",/,Jun,/,2,0,0,0
" 2019",/,Jun,/,3,0,0,0
" 2019",/,Jun,/,4,0,0,0
" 2019",/,Jun,/,5,0,0,1
" 2019",/,Jun,/,6,0,0,0
" 2019",/,Jun,/,7,0,0,1
" 2019",/,Jun,/,8,0,0,0
" 2019",/,Jun,/,9,0,0,0
" 2019",/,Jun,/,10,0,0,0
" 2019",/,Jun,/,11,0,0,0
" 2019",/,Jun,/,12,0,0,0
" 2019",/,Jun,/,13,0,0,0
" 2019",/,Jun,/,14,0,0,0
" 2019",/,Jun,/,15,0,0,0
" 2019",/,Jun,/,16,0,0,0
" 2019",/,Jun,/,17,0,0,0
" 2019",/,Jun,/,18,0,0,0
" 2019",/,Jun,/,19,0,0,0
" 2019",/,Jun,/,20,0,0,0
" 2019",/,Jun,/,21,0,0,0
" 2019",/,Jun,/,22,0,0,0
" 2019",/,Jun,/,23,0,0,2
" 2019",/,Jun,/,24,1,1,10
" 2019",/,Jun,/,25,1,1,8
" 2019",/,Jun,/,26,0,0,4
" 2019",/,Jun,/,27,0,0,1
" 2019",/,Jun,/,28,0,0,0
" 2019",/,Jun,/,29,0,0,1
" 2019",/,Jun,/,30,0,0,0
" 2019",/,Jul,/,1,0,0,1
" 2019",/,Jul,/,2,0,0,0
" 2019",/,Jul,/,3,0,0,0
" 2019",/,Jul,/,4,0,0,0
" 2019",/,Jul,/,5,0,0,0
" 2019",/,Jul,/,6,0,0,0
" 2019",/,Jul,/,7,0,1,5
" 2019",/,Jul,/,8,0,0,2
" 2019",/,Jul,/,9,0,0,0
" 2019",/,Jul,/,10,0,0,0
" 2019",/,Jul,/,11,0,0,0
" 2019",/,Jul,/,12,0,0,0
" 2019",/,Jul,/,13,0,0,0
" 2019",/,Jul,/,14,0,0,0
" 2019",/,Jul,/,15,0,0,0
" 2019",/,Jul,/,16,0,0,0
" 2019",/,Jul,/,17,0,0,0
" 2019",/,Jul,/,18,0,0,0
" 2019",/,Jul,/,19,0,0,0
" 2019",/,Jul,/,20,0,0,0
" 2019",/,Jul,/,21,0,0,0
" 2019",/,Jul,/,22,0,1,4
" 2019",/,Jul,/,23,0,0,1
" 2019",/,Jul,/,24,0,0,0
" 2019",/,Jul,/,25,0,0,0
" 2019",/,Jul,/,26,0,0,0
" 2019",/,Jul,/,27,0,0,0
" 2019",/,Jul,/,28,0,0,0
" 2019",/,Jul,/,29,0,0,0
" 2019",/,Jul,/,30,0,0,0
" 2019",/,Jul,/,31,0,0,0
" 2019",/,Aug,/,1,0,0,0
" 2019",/,Aug,/,2,0,0,0
" 2019",/,Aug,/,3,0,0,0
" 2019",/,Aug,/,4,0,0,0
" 2019",/,Aug,/,5,0,1,5
" 2019",/,Aug,/,6,0,0,4
" 2019",/,Aug,/,7,0,0,2
" 2019",/,Aug,/,8,0,0,1
" 2019",/,Aug,/,9,0,0,0
" 2019",/,Aug,/,10,0,0,0
" 2019",/,Aug,/,11,0,0,0
" 2019",/,Aug,/,12,0,0,0
" 2019",/,Aug,/,13,0,0,0
" 2019",/,Aug,/,14,0,0,0
" 2019",/,Aug,/,15,0,0,0
" 2019",/,Aug,/,16,0,0,0
" 2019",/,Aug,/,17,0,0,0
" 2019",/,Aug,/,18,0,0,0
" 2019",/,Aug,/,19,0,0,0
" 2019",/,Aug,/,20,0,0,0
" 2019",/,Aug,/,21,0,0,0
" 2019",/,Aug,/,22,0,0,0
" 2019",/,Aug,/,23,0,0,0
" 2019",/,Aug,/,24,0,0,0
" 2019",/,Aug,/,25,0,0,0
" 2019",/,Aug,/,26,0,0,0
" 2019",/,Aug,/,27,0,0,0
" 2019",/,Aug,/,28,0,0,0
" 2019",/,Aug,/,29,0,0,0
" 2019",/,Aug,/,30,0,0,0
" 2019",/,Aug,/,31,0,0,0
" 2019",/,Sep,/,1,1,3,9
" 2019",/,Sep,/,2,1,2,9
" 2019",/,Sep,/,3,0,0,2
" 2019",/,Sep,/,4,0,0,0
" 2019",/,Sep,/,5,0,0,0
" 2019",/,Sep,/,6,0,0,0
" 2019",/,Sep,/,7,0,0,0
" 2019",/,Sep,/,8,0,0,0
" 2019",/,Sep,/,9,0,0,0
" 2019",/,Sep,/,10,0,0,0
" 2019",/,Sep,/,11,0,0,0
" 2019",/,Sep,/,12,0,0,0
" 2019",/,Sep,/,13,0,0,0
" 2019",/,Sep,/,14,0,0,0
" 2019",/,Sep,/,15,0,0,0
" 2019",/,Sep,/,16,0,0,0
" 2019",/,Sep,/,17,0,0,0
" 2019",/,Sep,/,18,0,0,0
" 2019",/,Sep,/,19,0,0,0
" 2019",/,Sep,/,20,0,0,0
" 2019",/,Sep,/,21,0,0,0
" 2019",/,Sep,/,22,0,0,0
" 2019",/,Sep,/,23,0,0,0
" 2019",/,Sep,/,24,0,0,0
" 2019",/,Sep,/,25,0,0,0
" 2019",/,Sep,/,26,0,0,0
" 2019",/,Sep,/,27,0,0,0
" 2019",/,Sep,/,28,0,0,0
" 2019",/,Sep,/,29,0,0,0
" 2019",/,Sep,/,30,0,0,0
" 2019",/,Oct,/,1,1,1,6
" 2019",/,Oct,/,2,0,0,3
" 2019",/,Oct,/,3,0,0,0
" 2019",/,Oct,/,4,0,0,0
" 2019",/,Oct,/,5,0,0,0
" 2019",/,Oct,/,6,0,0,0
" 2019",/,Oct,/,7,0,0,0
" 2019",/,Oct,/,8,0,0,0
" 2019",/,Oct,/,9,0,0,0
" 2019",/,Oct,/,10,0,0,0
" 2019",/,Oct,/,11,0,0,0
" 2019",/,Oct,/,12,0,0,0
" 2019",/,Oct,/,13,0,0,0
" 2019",/,Oct,/,14,0,0,0
" 2019",/,Oct,/,15,0,0,0
" 2019",/,Oct,/,16,0,0,0
" 2019",/,Oct,/,17,0,0,0
" 2019",/,Oct,/,18,0,0,0
" 2019",/,Oct,/,19,0,0,0
" 2019",/,Oct,/,20,0,0,0
" 2019",/,Oct,/,21,0,0,0
" 2019",/,Oct,/,22,0,0,0
" 2019",/,Oct,/,23,0,0,0
" 2019",/,Oct,/,24,0,0,0
" 2019",/,Oct,/,25,0,0,0
" 2019",/,Oct,/,26,0,0,0
" 2019",/,Oct,/,27,0,0,0
" 2019",/,Oct,/,28,0,0,0
" 2019",/,Oct,/,29,0,0,0
" 2019",/,Oct,/,30,0,0,0
" 2019",/,Oct,/,31,0,0,0
" 2019",/,Nov,/,1,0,0,4
" 2019",/,Nov,/,2,0,1,3
" 2019",/,Nov,/,3,0,0,1
" 2019",/,Nov,/,4,0,0,2
" 2019",/,Nov,/,5,0,0,0
" 2019",/,Nov,/,6,0,0,0
" 2019",/,Nov,/,7,0,0,0
" 2019",/,Nov,/,8,0,0,0
" 2019",/,Nov,/,9,0,0,0
" 2019",/,Nov,/,10,0,0,0
" 2019",/,Nov,/,11,0,0,0
" 2019",/,Nov,/,12,0,0,1
" 2019",/,Nov,/,13,0,0,1
" 2019",/,Nov,/,14,0,0,0
" 2019",/,Nov,/,15,0,0,0
" 2019",/,Nov,/,16,0,0,0
" 2019",/,Nov,/,17,0,0,0
" 2019",/,Nov,/,18,0,0,0
" 2019",/,Nov,/,19,0,0,0
" 2019",/,Nov,/,20,0,0,0
" 2019",/,Nov,/,21,0,0,0
" 2019",/,Nov,/,22,0,0,0
" 2019",/,Nov,/,23,0,0,1
" 2019",/,Nov,/,24,0,0,0
" 2019",/,Nov,/,25,0,0,0
" 2019",/,Nov,/,26,0,0,0
" 2019",/,Nov,/,27,0,0,0
" 2019",/,Nov,/,28,0,0,0
" 2019",/,Nov,/,29,0,0,0
" 2019",/,Nov,/,30,0,0,0
" 2019",/,Dec,/,1,0,0,0
" 2019",/,Dec,/,2,0,0,0
" 2019",/,Dec,/,3,0,0,0
" 2019",/,Dec,/,4,0,0,0
" 2019",/,Dec,/,5,0,0,0
" 2019",/,Dec,/,6,0,0,1
" 2019",/,Dec,/,7,0,0,0
" 2019",/,Dec,/,8,0,0,0
" 2019",/,Dec,/,9,0,0,0
" 2019",/,Dec,/,10,0,0,0
" 2019",/,Dec,/,11,0,0,0
" 2019",/,Dec,/,12,0,0,0
" 2019",/,Dec,/,13,0,0,0
" 2019",/,Dec,/,14,0,0,0
" 2019",/,Dec,/,15,0,0,0
" 2019",/,Dec,/,16,0,0,0
" 2019",/,Dec,/,17,0,0,1
" 2019",/,Dec,/,18,0,0,0
" 2019",/,Dec,/,19,0,0,0
" 2019",/,Dec,/,20,0,0,0
" 2019",/,Dec,/,21,0,0,2
" 2019",/,Dec,/,22,0,0,2
" 2019",/,Dec,/,23,0,0,1
" 2019",/,Dec,/,24,1,4,17
" 2019",/,Dec,/,25,2,3,19
" 2019",/,Dec,/,26,1,1,6
" 2019",/,Dec,/,27,0,0,0
" 2019",/,Dec,/,28,0,0,0
" 2019",/,Dec,/,29,0,0,1
" 2019",/,Dec,/,30,0,0,0
" 2019",/,Dec,/,31,0,0,0
" 2020",/,Jan,/,1,0,1,5
" 2020",/,Jan,/,2,1,2,10
" 2020",/,Jan,/,3,1,3,12
" 2020",/,Jan,/,4,1,2,9
" 2020",/,Jan,/,5,1,2,9
" 2020",/,Jan,/,6,0,0,4
" 2020",/,Jan,/,7,0,0,1
" 2020",/,Jan,/,8,0,1,5
" 2020",/,Jan,/,9,1,2,9
" 2020",/,Jan,/,10,0,0,2
" 2020",/,Jan,/,11,0,0,0
" 2020",/,Jan,/,12,0,0,0
" 2020",/,Jan,/,13,0,0,0
" 2020",/,Jan,/,14,0,0,0
" 2020",/,Jan,/,15,0,0,0
" 2020",/,Jan,/,16,0,0,1
" 2020",/,Jan,/,17,0,0,0
" 2020",/,Jan,/,18,0,0,1
" 2020",/,Jan,/,19,0,0,0
" 2020",/,Jan,/,20,0,0,0
" 2020",/,Jan,/,21,0,0,0
" 2020",/,Jan,/,22,0,0,0
" 2020",/,Jan,/,23,0,0,0
" 2020",/,Jan,/,24,1,1,8
" 2020",/,Jan,/,25,1,4,13
" 2020",/,Jan,/,26,1,7,17
" 2020",/,Jan,/,27,1,4,14
" 2020",/,Jan,/,28,1,2,13
" 2020",/,Jan,/,29,1,2,13
" 2020",/,Jan,/,30,1,2,12
" 2020",/,Jan,/,31,1,1,10
" 2020",/,Feb,/,1,0,0,4
" 2020",/,Feb,/,2,0,0,0
" 2020",/,Feb,/,3,0,0,0
" 2020",/,Feb,/,4,0,0,0
" 2020",/,Feb,/,5,0,0,0
" 2020",/,Feb,/,6,0,0,0
" 2020",/,Feb,/,7,0,0,1
" 2020",/,Feb,/,8,0,0,0
" 2020",/,Feb,/,9,0,0,0
" 2020",/,Feb,/,10,0,0,0
" 2020",/,Feb,/,11,0,0,0
" 2020",/,Feb,/,12,0,0,0
" 2020",/,Feb,/,13,0,0,0
" 2020",/,Feb,/,14,0,0,0
" 2020",/,Feb,/,15,0,0,0
" 2020",/,Feb,/,16,0,0,0
" 2020",/,Feb,/,17,0,0,0
" 2020",/,Feb,/,18,0,0,0
" 2020",/,Feb,/,19,0,0,0
" 2020",/,Feb,/,20,0,0,0
" 2020",/,Feb,/,21,0,0,1
" 2020",/,Feb,/,22,0,0,1
" 2020",/,Feb,/,23,0,0,0
" 2020",/,Feb,/,24,0,0,0
" 2020",/,Feb,/,25,0,0,0
" 2020",/,Feb,/,26,0,0,0
" 2020",/,Feb,/,27,0,0,0
" 2020",/,Feb,/,28,0,0,0
" 2020",/,Feb,/,29,0,0,0
" 2020",/,Mar,/,1,0,0,0
" 2020",/,Mar,/,2,0,0,0
" 2020",/,Mar,/,3,0,0,0
" 2020",/,Mar,/,4,0,0,0
" 2020",/,Mar,/,5,0,0,0
" 2020",/,Mar,/,6,0,0,0
" 2020",/,Mar,/,7,0,1,5
" 2020",/,Mar,/,8,1,4,14
" 2020",/,Mar,/,9,1,1,8
" 2020",/,Mar,/,10,0,0,0
" 2020",/,Mar,/,11,0,0,0
" 2020",/,Mar,/,12,0,0,0
" 2020",/,Mar,/,13,0,0,0
" 2020",/,Mar,/,14,0,0,0
" 2020",/,Mar,/,15,0,0,0
" 2020",/,Mar,/,16,0,0,0
" 2020",/,Mar,/,17,0,0,0
" 2020",/,Mar,/,18,0,0,1
